really 真的
reason 原因
receive 收
received 收了
receives 收
receiving 接收中
recognize 辨認
relatives 親戚
relax 休息
remark 註解
report 報導
reported 報告了
reporters 報告者
reports 報告
representative 代表的
reset 重新設定
resolutions 決議
respectively 分別地
restore 重新儲存
restored 重新儲存了
resulted 產生結果了
resume 繼續
return 回去
revived 復活了
revolution 革命
right 右好
rsn 很快
run 跑
same 一樣
sapiens 智人
satellite 衛星
satellites 衛星
saxophone 薩克管
say 說
says 說
screen 螢幕
seek 尋找
seemed 似乎
segment 節區
select 選擇
send 送
sends 送
sense 感覺
sensed 感覺了
senses 感覺
sent 派了
sentence 句子
sequal 續集
seriousness 嚴重性
set 設定
sex 性
sexy 性感的
shared 共用的
she 她
she's 她是
shell 殼
shoot 射
shorter 更短的
shortwave 短波
should 應該
sign 符號
signal 信號
signals 信號
silly 傻的
simple 簡單的
simply 簡單地
since 自從
sine 正弦
single 單一的
sites 位置
skim 瀏覽
skimming 瀏覽中
skin 皮膚
sleep 睡覺
slight 輕微的
so 所以這樣
some 一些
something 某事物
somewhere 某處
soon 一下子
sorry 對不起
sound 聲音
source 來源
soviet 蘇維埃
space 空
speaking 說話中
spread 播灑
sprint 輕跑
square 平方
stand 站
standard 標準的
stands 站
state 州狀態
static 靜態的
station 站台
stations 站台
staying 留置中
step 步
stick 桿
still 仍然
stimulate 刺激
stimulated 刺激了
stimulates 刺激
stood 站了
stop 停止
store 儲存
stored 儲存了
stores 儲存
string 串
strong 強的
stuff 東西
style 形式
subconsciousness 潛意識
subroutine 副程式
suggestions 建議
summit 高峰
suppress 鎮壓
sure 確定
surely 當然
swap 交換
syllable 音節
synthesized 合成了
sysop 系統管理員
system 系統
tab 跳格
tai 戴
take 拿
takes 拿
tangent 正切
taught 教了
tell 告訴
than 比
thanks 謝謝
that 那
that's 那是
the 那
their 他們的
them 他們
then 就
theory 理論
there 那裡
therefore 所以
these 這些
they 他們
thing 事物
things 事物
think 想
thinks 想
third 第三
this 這
tho 雖然
those 那些
though 雖然
thought 想了
thousand 千
thousands 成千的
three 三
through 經由
thus 所以
time 時間
timer 時鐘
to 去到
tomorrow 明天
too 也
touches 碰觸
trace 痕跡
transferred 交流了
trend 趨勢
trick 技巧
tried 試了
true 真的
try 試
tv 電視
type 型
ultrapure 超純的
unaccounted 未具名的
unauthorized 未授權的
unconsciousness 無意識
under 下
unexpected 未期望的
unified 聯合了
unique 唯一的
universal 宇宙的
universe 宇宙
unlock 開鎖
until 直到
up 上
uppercase 大寫
us 我們
use 使用
user 使用者
using 使用
ussr 蘇聯
value 數值
vanished 消失了
variable 變數
various 多樣
via 經由
view 觀察
virtual 虛的
visual 視覺的
vocation 職業
voice 聲音
wait 等
wanna 想去
want 想要
wanted 想要了
wants 想要
was 是
wave 波
waves 波
way 路
ways 路
we 我們
well 好
were 曾是
what 甚麼
where 哪裡
which 哪個
while 當
who 誰
whole 全部的
wholly 全部地
why 為何
width 寬度
will 會
window 窗
wire 纜線
wires 纜線
with 和
without 除外
won't 將不會
wonder 懷疑
word 字
words 字
world 世界
worldwide 全世界的
worse 更壞的
would 曾經將
write 寫
yeah 是
year 年
yes 是
yet 但
you 你
your 你的
yup 是
zero 零
zeros 零
psychology   [名詞]  心理學                                      [arXin]
test       [動詞] 測試                                           [Ptt]
Bigdog: 大狗 ,小狗 ,狗神聖伯納 ,PCLAB老大 ,流浪的狗              [bigdog]
angel       [n] 天使       ex.she is as beautiful as angel.      [heat]
fuck       [動詞] 性交     ex.I want fuck you.                   [Jaky]
butter    奶油    ex. I am butter                                [shithappens]
damn       [動詞] 該死，詛咒  [adj.]非常的(地)  ex. You're damn  [IZUMI]
shithappen  [動詞] (~ing, ~ed, ~s)  發生一件狗屎的事             [shithappens]
tea [茶]                                                         [Eric]
Ptt     [由名詞轉為形容詞加上動詞]帥   ex.I am Ptt. I am Ptting. [bank]
androgyne [adj] 雌雄同體的 從希臘文androgunos來，意為male-female [Androgyne]
hsin       [專名]小辛      Ex.Hsin is a handsome bot.            [hsin]
centipede n. 蜈蚣 Centipede is a kind of poisonous reptile.      [centipede]
toy        [名詞] 玩具     ex. You are a TOY!                    [courage]
toy story  [電影名] 玩具總動員                                   [courage]
biology    [名詞]生物學     ex.Biology is hard.                  [easterday]
silver [名詞] 銀                                                 [silver]
Jesus      [專有名詞] 耶穌  ex.Jesus loves you.                  [caka]
homosexuality                                                    [clama]
ICRT [名詞]臺北國際社區廣播電臺 ex:I like to listen to ICRT.     [function]
Saturn [名詞] 次世代主機、土星 ex.Saturn is an amusemental eq.   [function]
Play Station [名詞] 次世代主機 ex.Play Station is a SONY product [function]
boar 「名詞」有種的豬豬 ^_^                                      [boar]
coconut「名詞」椰椰(椰子) ex.She is Coconut, but not a real one. [boar]
visibility [名詞] 能見度  ex. a high-visibility project          [Copperfield]
vein       [名詞] 血管     ex.Vein is not vain                   [Joller]
homomorphism   [名詞]      ex. Homomorphism is a Greek word.     [Joller]
isomorphism  [名詞] 同態      ex. isomorphism is a Greek word.   [Joller]
conjuction   [名詞] 連接                                         [Joller]
coincidence    [名詞] 巧合   ex. It's purely a coincidence.      [Joller]
bird      [名詞] 鳥        ex. No one birds me...  :~~           [Joller]
blue                                                             [Joller]
whose [代所有] 誰的 ex. Blue who say and whose 不入虎穴,焉得虎子 [Joller]
You are very kind.  你很有種.                                    [Joller]
shit                                                             [Joller]
shit [名詞] ex. This food tastes like shit....                   [Joller]
hexapod 昆蟲, 我弟(真的弟弟)    ex. Hexapod eats shit?           [Joller]
hoon  [不及物動詞] 混   ex. Are you hooning false?  你混假的啊?  [Joller]
hoon    [v.t.] 混, 搞   ex. I hoon KCPA.  我是混KCPA的..         [Joller]
cat 貓        ex. A cat is carnivorous.                          [Joller]
cat  [指令]  串接    ex.  cat syslog | more                      [Joller]
yunyunlize [vt] 芸芸化  ex. Yunyunlization is as fatal as cancer [Joller]
bookerize [vt] 布可化                                            [Joller]
ex. jt is not only yunyunlized but also bookerized.              [Joller]
Joller [N]   我   :D   ex. Long lives Joller!   Joller萬歲!      [Joller]
Joller la Great  Joller大帝(1977-  )                             [Joller]
 The ID Joller won't live long although he said long live Joller [Joller]
dogleg [n][adj][v] 狗腿.   Dogleg is traditional virtue.         [Joller]
erotic    [arj] 色情的     ex.  erotic ah erotic...  :D~~        [Joller]
MHIT 明新技術學院                                                [TAVPS]
hacker     [名詞]駭客      ex.He is a hacker.                    [catchara]
testt uuuu iiii                                                  [gibert]
internet  [名詞] 網際網路   ex. Internet Content Provider        [gibert]
love                                                             [gibert]
yryeyrey                                                         [gibert]
yytt                                                             [gibert]
[D                                                               [gibert]
david [n] 大衛  男子名                                           [gibert]
